LOCODE,NAME,STATE
MUU,Mount Union,PA
ONU,"Mount Union, Huntingdon",PA
UVO,Mount Vernon,AL
MXF,Mount Vernon,IA
MVN,Mount Vernon,IL
MXH,Mount Vernon,IN
OVO,Mount Vernon,IN
MXV,Mount Vernon,KY
UEO,Mount Vernon,ME
OUV,Mount Vernon,MO
YMV,Mount Vernon,NY
MVH,Mount Vernon,NY
MWT,Mount Vernon,OH
M2V,Mount Vernon,OH
MVX,Mount Vernon,TX
MV3,Mount Vernon,TX
MVW,Mount Vernon,WA
UMX,Mount Washington,KY
MWS,Mount Wilson,CA
MWF,Mount Wolf,PA
UTZ,Mount Zion,IL
MU4,Mountain,WI
M77,Mountain Brook,AL
CZJ,Mountain Center,CA
MFM,Mountain City,TN
TGM,Mountain Green,UT
VMV,Mountain Grove,MO
WMH,Mountain Home,AR
MUO,Mountain Home,ID
MHU,Mountain Home,NC
MUM,Mountain Home,TN
UII,Mountain Iron,MN
ML5,Mountain Lake,MN
UTK,Mountain Lake Park,MD
ULS,Mountain Lakes,NJ
MTS,Mountain Pass,CA
M6O,Mountain Ranch,CA
MU5,Mountain Rest,SC
MUV,Mountain Top,PA
MUL,Mountain View,AL
VAJ,Mountain View,AR
NUQ,Mountain View,CA
MUK,Mountain View,GA
UIP,Mountain View,MO
MOU,Mountain Village,AK
MSJ,Mountainside,NJ
MMV,Mountainville,NJ
HHF,Mountainville,NY
XJI,Mountlake Terrace,WA
ZMM,Mounts Mills,NJ
TVU,Mountville,GA
XJH,Mountville,PA
UTV,Mountville,SC
MO4,Mouth of Wilson,VA
MC7,Mouthcard,KY
M5O,Moville,IA
YMQ,Moweaqua,IL
XXE,Moxee City,WA
IPG,Moyie Springs,ID
MST,Muenster,TX
H98,Muhlenberg,PA
MKI,Mukilteo,WA
MKZ,Mukwonago,WI
EYQ,Mulberry,AR
MUF,Mulberry,FL
MU9,Muldoon,TX
ZMW,Muldrow,OK
MUH,Muleshoe,TX
UGM,Mulga,AL
MU7,Mulino,OR
MHN,Mullen,NE
MU3,Mullens,WV
MHJ,Mullica Hill,NJ
RMU,Mulliken,MI
MXU,Mullins,SC
VNE,Mulvane,KS
TM9,Mumford,TX
MUB,Muncie,IL
MIE,Muncie,IN
UNE,Muncie,KS
MUN,Muncy,PA
MUJ,Mundelein,IL
UOB,Munford,AL
UNF,Munfordville,KY
UEM,Munger,MI
MGS,Munising,MI
UNV,Munnsville,NY
MF9,Munroe Falls,OH
MUQ,Munster,IN
MUS,Murchison,TX
MR5,Murdock,IL
UDK,Murdock,MN
YMK,Murdock,NE
FB3,Murfreesboro,AR
MUC,Murfreesboro,NC
MFU,Murfreesboro,TN
ZMU,Murphy,NC
URP,Murphy,OR
MU8,Murphy,TX
MS5,Murphys,CA
M9U,Murphysboro,IL
QRU,Murray,IA
CEY,Murray,KY
MUY,Murray,UT
MRR,Murray Hill,NJ
WQ2,Murraysville,WV
GGQ,Murrayville,GA
RT3,Murrells Inlet,SC
MHQ,Murrieta,CA
XYS,Murrysville,PA
MMG,Murtaugh,ID
MUT,Muscatine,IA
USH,Muscle Shoals,AL
MSL,Muscle Shoals-Florence Apt,AL
MUZ,Muscoda,WI
USG,Muskego,WI
MKG,Muskegon,MI
5MO,Muskegon Heights,MI
MKO,Muskogee,OK
UMU,Mustang,OK
YKC,Myakka City,FL
DYF,Myers Flat,CA
YES,Myerstown,PA
MV5,Myersville,MD
XJL,Myrtle,MS
MYR,Myrtle Beach,SC
YTK,Myrtle Creek,OR
GY7,Myrtle Grove,FL
MYG,Myrtle Grove,LA
MFG,Myrtle Point,OR
MYC,Mystic,CT
M7O,Myton,UT
NJB,Nabb,IN
YNA,Naches,WA
NAC,Naco,AZ
OCH,Nacogdoches,TX
KQV,Nags Head,NC
NHA,Naheola,AL
NNH,Nahunta,GA
NNK,Naknek,AK
NOL,Nakolik River,AK
NPA,Nampa,ID
NNO,Nanticoke,MD
NNC,Nanticoke,PA
ACK,Nantucket,MA
NAE,Nanuet,NY
APC,Napa,CA
WNA,Napakiak,AK
NH8,Napanoch,NY
PKA,Napaskiak,AK
NPV,Naperville,IL
APF,Naples,FL
N6P,Naples,IL
YUD,Naples,ME
NPL,Naples,NC
NPK,Naples,NY
NPJ,Naples,TX
NAL,Napoleon,OH
NVW,Napoleonville,LA
NAI,Nappanee,IN
NJ3,Naranja,FL
NGU,Narragansett,RI
NAB,Narrows,VA
NGB,Narrowsburg,NY
NVO,Narvon,PA
WZQ,Narvon,PA
P2A,Nas Pensacola,FL
NNB,Nash,TX
NHC,"Nash, Ellis",TX
N2P,Nashport,OH
ASH,Nashua,NH
ZNV,Nashville,AR
NSH,Nashville,GA
NXV,Nashville,IL
NJH,Nashville,IN
NIF,Nashville,KS
VQV,Nashville,MI
NAS,Nashville,NC
NJV,Nashville,OH
BNA,Nashville,TN
DHW,Nashwauk,MN
NS5,Nasonville,RI
NYU,Nassau,NY
N2B,Nassau Bay,TX
HEZ,Natchez,MS
NTH,Natchitoches,LA
N2H,Nathrop,CO
NAK,Natick,MA
DCA,National Apt/Washington,DC
NLN,National City,CA
NCI,National City,IL
NC2,National City,MI
NTL,National Gardens,FL
TJA,Natoma,KS
NRM,Natrium,WV
NAH,Natrona Heights,PA
NAT,Natural Bridge,NY
NLH,Natural Bridge,VA
HPC,Natural Bridge Station,VA
NGK,Naugatuck,CT
NKI,Naukiti,AK
NAV,Nauvoo,AL
NVA,Navarre,FL
NVF,Navarre,OH
VSA,Navasota,TX
NIJ,Nawiliwili,HI
NAZ,Nazareth,PA
NEB,Neah Bay,WA
EBO,"Nebo, McDowell",NC
NBK,Nebraska City,NE
NEJ,Necedah,WI
NEC,Neche,ND
KHS,Neches,TX
NDD,Nederland,CO
NDX,Nederland,TX
NEE,Needham,MA
NDM,Needham Heights,MA
EED,Needles,CA
NZQ,Needmore,PA
NVE,Needville,TX
NMO,Neelys,MO
UXK,Neenah,WI
NB4,Neets Bay,AK
NEG,Negley,OH
IEW,Neillsville,WI
KOE,Nekoosa,WI
NS8,Nellis Air Force Base,NV
N4L,Nellysford,VA
QSO,Nelson,CA
NON,Nelson,GA
NZL,Nelson,NE
QNL,Nelson,WI
NLG,Nelson Lagoon,AK
NOQ,Nelsonia,VA
NNV,Nelsonville,OH
NSJ,"Nelsonville, Portage",WI
NKM,Nemo,SD
ENN,Nenana,AK
NDA,Neodesha,KS
NE2,Neoga,IL
EOS,Neosho,MO
NE9,Neosho,MS
NPH,Nephi,UT
N8P,Neponset,IL
NPB,Neptune Beach,FL
NPC,Neptune City,NJ
OZX,Nerstrand,MN
NXZ,Nesbit,MS
NES,Nesconset,NY
NE3,Nescopeck,PA
NSN,Neshanic Station,NJ
NZT,Nesmith,SC
NSQ,Nesquehoning,PA
NCJ,Ness City,KS
NEQ,Netcong,NJ
NTO,Nettleton,MS
NVN,Nevada,IA
NVD,Nevada,MO
NVT,Nevada,TX
NFC,Nevada City,CA
NVI,Neville Island,PA
ZVI,Nevis,MN
NWA,New Albany,IN
NAM,New Albany,MS
QWB,New Albany,OH
NJA,New Albany,PA
NA3,New Alexandria,PA
NUB,New Auburn,WI
NA2,New Augusta,MS
NDI,New Baden,IL
NBT,New Baltimore,MI
NB9,New Baltimore,PA
NB8,New Baltimore,VA
EFC,New Bedford,IL
NBD,New Bedford,MA
EWB,New Bedford-Fall River Apt,MA
NBR,New Berlin,NY
NUY,New Berlin,PA
NBB,New Berlin,WI
EWN,New Bern,NC
NEH,New Bethlehem,PA
NBL,New Bloomfield,MO
NBW,New Boston,MI
NBX,New Boston,TX
NHB,New Braunfels,TX
UXI,New Bremen,OH
NBI,New Brighton,MN
NET,New Brighton,PA
NWT,New Britain,CT
NXB,New Britain,PA
BW5,New Brockton,AL
NBJ,New Brunswick,NJ
NB3,New Buffalo,MI
NB6,New Buffalo,PA
NWC,New Canaan,CT
NCY,New Caney,TX
NC3,New Carlisle,IN
NER,New Carlisle,OH
NCA,New Carrollton,MD
NSX,New Castle,CO
NCD,New Castle,DE
NQS,New Castle,IN
JWC,New Castle,KY
NCP,New Castle,PA
NW9,New Castle,VA
NVP,New Centerville,PA
NXC,New Century,KS
NCN,New Chenega,AK
NUH,New Church,VA
NJY,New City,NY
ZWC,New Columbia,PA
ONZ,New Concord,OH
CN6,New Connecticut,NY
NWD,New Cumberland,PA
NCU,New Cumberland,WV
NYV,New Cuyama,CA
NXD,New Deal,TX
NXG,New Eagle,PA
NGP,New Egypt,NJ
NZC,New Ellenton,SC
NP7,New Enterprise,PA
4NJ,New Era,MI
FUU,New Fairfield,CT
NFO,New Florence,MO
NFQ,New Florence,PA
NFN,New Franken,WI
NFG,New Franklin,MO
NFR,New Freedom,PA
IWG,New Galilee,PA
NG8,New Geneva,PA
NXS,New Glarus,WI
NOU,New Gloucester,ME
G22,New Gretna,NJ
EHH,New Hampshire,OH
NIM,New Hampton,IA
N9H,New Hampton,NY
NJM,New Harmony,IN
NHT,New Hartford,CT
QND,New Hartford,NY
HVN,New Haven,CT
NVQ,New Haven,IL
NEV,New Haven,IN
NH2,New Haven,MO
NH3,New Haven,NC
YNH,New Haven,WV
NHJ,New Hill,NC
UXL,New Holland,PA
NWE,New Holstein,WI
NHO,New Hope,MN
NHI,New Hope,PA
NHN,New Hudson,MI
NHY,New Hyde Park,NY
ARA,New Iberia,LA
QNN,New Ipswich,NH
NWJ,New Johnsonville,TN
NKP,New Kensington,PA
NKG,New Kingston,NY
NEF,New Kingstown,PA
NKX,New Knoxville,OH
KGK,New Koliganek,AK
NL4,New Lebanon,OH
NOX,New Lenox,IL
NLX,New Lexington,OH
NLR,New Liberty,IA
NLI,New Lisbon,WI
NLO,New London,CT
NML,New London,IA
NQV,New London,MO
NXA,New London,NC
NED,New London,OH
NW7,New London,PA
NLD,New London,WI
NL2,New Londonderry,NH
GON,New London-Groton Apt,CT
XNW,New Madrid,MO
NMT,New Market,AL
NM5,New Market,IA
NJP,New Market,TN
NSF,New Marshfield,OH
NM2,New Martinsville,WV
NZE,New Melle,MO
NMI,New Miami,OH
NM3,New Middletown,IN
NEM,New Milford,CT
NMF,New Milford,NJ
NMD,New Milford,PA
MSY,New Orleans,LA
NXF,New Oxford,PA
IN5,New Palestine,IN
NEZ,New Paltz,NY
NPI,New Paris,IN
NP8,New Paris,OH
PHD,New Philadelphia,OH
NPP,New Philadelphia,PA
ZGX,New Plymouth,ID
QZN,New Point,VA
NRH,New Port Richey,FL
EPL,New Portland,ME
NWP,New Prague,MN
NP2,New Preston,CT
NPS,New Prospect,SC
NPG,New Providence,IA
NPX,New Providence,NJ
NVC,New Providence,PA
QRQ,New Richmond,OH
RNH,New Richmond,WI
NZR,New River,AZ
UXO,New Rochelle,NY
NZS,New Salem,IL
NQY,New Salem,ND
NWS,New Salem,PA
NS2,New Salisbury,IN
NNZ,New Sharon,ME
NSB,New Smyrna Beach,FL
NST,New Stanton,PA
NRW,New Strawn,KS
KNW,New Stuyahok,AK
NUF,New Summerfield,TX
NWW,New Tazewell,TN
OZW,New Town,ND
N5T,New Tripoli,PA
XJS,New Troy,MI
ULM,New Ulm,MN
RUM,New Ulm,TX
N2V,New Vernon,NJ
QIA,New Vienna,IA
NVH,New Vienna,OH
EUV,New Virginia,IA
NYW,New Washington,IN
ERF,New Waterford,OH
NWV,New Waverly,TX
NWQ,New Weston,OH
NEU,New Wilmington,PA
NWM,New Windsor,MD
NWI,New Windsor,NY
NYC,New York,NY
T5X,New York,TX
NYQ,New York Mills,MN
Z2E,New York Mills,NY
NDW,Newald,WI
N2K,Newark,AR
NKQ,Newark,CA
NWK,Newark,DE
NKW,Newark,IL
ZNA,Newark,MO
EWR,Newark,NJ
NNY,Newark,NY
NEK,Newark,OH
NRK,Newark,TX
NUV,Newark Valley,NY
NWO,Newaygo,MI
NUG,Newberg,OR
NBE,Newbern,TN
NBF,Newberry,FL
NBZ,Newberry,SC
NYS,Newberry Springs,CA
NB7,Newburg,MD
NWR,Newburg,OH
XJT,Newburgh,IN
SWF,Newburgh,NY
JNW,Newburgh Heights,OH
ZGK,Newbury,MA
NEY,Newbury,OH
NVK,Newbury Park,CA
ZMP,Newburyport,MA
NUC,Newcastle,CA
AWS,Newcastle,ME
NC6,Newcastle,OK
YNC,Newcastle,UT
NKC,Newcastle,WA
ECS,Newcastle,WY
NCB,Newcomb,TN
NXQ,Newcomerstown,OH
4IU,Newell,IA
NL6,Newell,PA
NVG,Newell,WV
NLT,Newellton,LA
NFE,Newfane,NY
NWF,Newfield,NJ
NFD,Newfield,NY
NEI,Newfields,NH
NFY,Newfoundland,NJ
NW6,Newhall,CA
NWG,Newington,CT
NWZ,Newington,NH
NQG,Newington,VA
NMW,Newman,CA
NAG,Newman Grove,NE
NL7,Newman Lake,WA
UWN,Newmanstown,PA
NMK,Newmarket,NH
NAN,Newnan,GA
NPN,Newport,AR
ZNP,Newport,CA
NPD,Newport,DE
NPF,Newport,IN
XJU,Newport,KY
NOZ,Newport,ME
NEP,Newport,MI
NPM,Newport,MN
NP4,Newport,NC
NWH,Newport,NH
NPO,Newport,OR
NPT,Newport,RI
NPR,Newport,TN
VAP,Newport,VA
EFK,Newport,VT
NP6,Newport,WA
JNP,Newport Beach,CA
QPQ,Newport Coast,CA
NNS,Newport News,VA
PHF,Newport News-Hampton-Williamsburg Apt,VA
NRP,"Newport, Perry",PA
QNE,Newportville,PA
NQR,Newry,PA
WWT,Newtok,AK
NEO,Newton,GA
TNU,Newton,IA
NMQ,Newton,IL
EWK,Newton,KS
NTN,Newton,MA
NTM,Newton,MS
OXP,Newton,NC
NWU,Newton,NH
NWN,Newton,NJ
NXW,Newton,TX
QKW,Newton,WI
NFS,Newton Falls,NY
ZNF,Newton Falls,OH
NGV,Newton Grove,NC
TGX,Newton Highlands,MA
NFM,Newton Upper Falls,MA
NN4,Newtonville,IN
NNF,Newtonville,MA
NTC,Newtown,CT
NXE,Newtown,IN
UOU,Newtown,MO
NWX,Newtown,OH
NTW,Newtown,PA
NTQ,Newtown Square,PA
ZNE,Newville,PA
NZP,Nezperce,ID
NGW,Niagara,WI
IAG,Niagara Falls,NY
NZU,Niangua,MO
NII,Niantic,CT
NIE,Niblack,AK
QNX,Nibley,UT
NC8,Nicasio,CA
NCQ,Nice,CA
NT3,Nicetown,PA
NIV,Niceville,FL
NKV,Nichen Cove,AK
NCK,Nicholasville,KY
ICH,Nicholls,GA
SN9,Nichols,NY
NCL,Nichols,SC
IHU,Nichols,WI
NS3,"Nichols, Tioga",NY
NI7,Nicholson,PA
NQL,Nicollet,MN
NIH,Nighthawk,WA
NME,Nightmute,AK
NQK,Nikishka,AK
NIK,Nikiski,AK
NIB,Nikolai,AK
IKO,Nikolski,AK
NIZ,Niles,CA
NIL,Niles,IL
NLE,Niles,MI
NLS,Niles,OH
NIY,Ninety Six,SC
NIN,Ninilchik,AK
NN3,Ninnekah,OK
N5B,Niobrara,NE
NIA,Niota,TN
NIO,Nipomo,CA
NP5,Nipton,CA
IYF,Niskayuna,NY
NIT,Nitro,WV
N2W,Niwot,CO
NXI,Nixa,MO
NIX,Nixon,PA
NK3,Noank,CT
WTK,Noatak,AK
NO9,Noble,IL
OBL,Noble,OK
NVB,Noblesville,IN
NTX,Nocona,TX
NOE,Noel,MO
OLS,Nogales,AZ
QNV,Nokesville,VA
NQM,Nokomis,FL
NLZ,Nolan,TX
NVX,Nolanville,TX
NZV,Nolensville,TN
OME,Nome,AK
NMX,Nome,TX
NNL,Nondalton,AK
KKE,Nooksack,WA
NOO,Noonan,ND
ORV,Noorvik,AK
OIU,Nora Springs,IA
NQO,Norco,CA
NCM,Norco,LA
UXN,Norcross,GA
NCX,Norcross,VA
NDQ,Norden,CA
NFF,Norfolk,CT
NFJ,Norfolk,MA
OFK,Norfolk,NE
NFK,Norfolk,NY
ORF,Norfolk,VA
OOJ,Norfork,AR
NRL,Norlina,NC
DMV,Norma,NJ
NOM,Normal,IL
NMN,Norman,AR
NI2,Norman,IN
OUN,Norman,OK
NZM,Norman Park,GA
5UN,Normandy,MO
NXK,Normandy,TN
NMG,Normangee,TX
NFA,Norphlet,AR
NRF,Norridge,IL
OWK,Norridgewock,ME
OZS,Norris,IL
NIQ,Norris,TN
UXQ,Norristown,PA
NRR,North,NY
NOR,North,SC
NAA,North Abington,MA
XJM,North Andover,MA
NHS,North Anson,ME
JRB,North Arab,AL
NJT,North Arlington,NJ
NTT,North Attleboro,MA
NAU,North Augusta,SC
NOA,North Aurora,IL
NBY,North Babylon,NY
NBH,North Baltimore,OH
5NB,North Barrington,IL
NBV,North Bay Shore,NY
N99,North Bay Village,FL
N4B,North Beach,MD
NLM,North Bellmore,NY
NID,North Bend,NE
NND,North Bend,OH
OTH,North Bend,OR
NOB,North Bend,WA
NTB,North Bennington,VT
NBN,North Bergen,NJ
NBM,North Berwick,ME
TDJ,North Bethesda,MD
NBA,North Billerica,MA
RHB,North Blenheim,NY
RTM,North Bloomfield,OH
9NB,North Bonneville,WA
FHB,North Branch,MI
NB2,North Branch,MN
XJN,North Branch,NJ
NB5,North Branch,TX
NBC,North Branford,CT
NBP,North Brookfield,MA
NBS,North Brunswick,NJ
2CW,North Caldwell,NJ
N7C,North Canaan,CT
NQN,North Canton,CT
UXJ,North Canton,OH
NTS,North Charleston,SC
NCH,North Charlotte,NC
NCF,North Chelmsford,MA
NTA,North Chicago,IL
NXY,North City,WA
NCR,North Clarendon,VT
NC4,North College Hill,OH
NRN,North Collins,NY
NC5,North Conway,NH
NCV,North Cove,NC
NDB,North Dartmouth,MA
NDG,North Dighton,MA
NAP,North East,MD
NTE,North East,PA
EN9,North Eastham,MA
NFH,North Falmouth,MA
N8F,North Fort Myers,FL
TFA,North Franklin,CT
NFW,North Freedom,WI
NGR,North Grafton,MA
NBG,North Granby,CT
ZGN,North Grosvenor Dale,CT
NH9,North Haledon,NJ
JNH,North Hampton,NH
NHQ,North Hartland,VT
NOH,North Haven,CT
NV8,North Haven,NY
NDC,North Highlands,CA
NHH,North Hills,CA
NHD,North Hollywood,CA
NH4,North Hoosick,NY
N2R,North Houston,TX
NHU,North Huntingdon,PA
NJ2,North Jackson,OH
JVA,North Java,WY
IVJ,North Judson,IN
NKY,North Kansas City,MO
NK6,North Kingston Beach,RI
NKT,North Kingstown,RI
NKE,North Kingsville,OH
NVS,North Las Vegas,NV
RW4,North Lauderdale,FL
NLY,North Lawrence,NY
NLB,North Lawrence,OH
NLU,North Lewisburg,OH
NRY,North Liberty,IA
THY,North Liberty,OH
NLA,North Lima,OH
N9T,North Lindenhurst,NY
NLW,North Little Rock,AR
NOJ,North Logan,UT
NL3,North Long Beach,CA
NLQ,North Loup,NE
NOS,North Manchester,IN
NKA,North Mankato,MN
QNM,North Miami,FL
ZGV,North Miami Beach,FL
PN9,North Middleton,PA
UHO,North Monmouth,ME
M9K,North Muskegon,MI
NMB,North Myrtle Beach,SC
NNW,North Newton,KS
N9R,North Oaks,MN
YGD,North Ogden,UT
NOD,North Olmsted,OH
NO2,North Oxford,MA
PBN,North Palm Beach,FL
RTP,North Palm Springs,CA
NMP,North Pembroke,MA
NPY,North Plains,OR
LBF,North Platte,NE
NTP,North Pole,AK
NHF,North Port,FL
NPZ,North Potomac,MD
NDH,North Powder,OR
NPE,North Prairie,WI
NP3,North Providence,RI
XRO,North Randall,OH
NRG,North Reading,MA
NOI,North Richland Hills,TX
NJR,North Ridgeville,OH
OIR,North River,NY
NRU,North Riverside,IL
NQZ,North Rose,NY
ZNR,North Royalton,OH
NY5,North Salem,NY
NSL,North Salt Lake,UT
NSA,North Santee,SC
NCT,North Scituate,MA
JTU,North Scituate,RI
NSD,North Shore,CA
NSC,North Sioux City,SD
NSM,North Smithfield,RI
NSP,North Springfield,VT
NO3,North Stonington,CT
NSI,North Syracuse,NY
NTZ,North Tazewell,VA
XJQ,North Tonawanda,NY
NTY,North Troy,VT
M2N,North Truro,MA
NHV,North Vassalboro,ME
NVZ,North Venice,IL
NVY,North Vernon,IN
ZJY,North Versailles,PA
NFT,North Wales,PA
NJW,North Walpole,NH
WN3,North Webster,IN
NWY,North Weymouth,MA
NXU,North White Plains,NY
NW2,North Wildwood,NJ
NWB,North Wilkesboro,NC
NW3,North Windham,CT
NVJ,North Windham,ME
YNO,North Woodstock,NH
NMU,North Yarmouth,ME
NHM,Northampton,MA
QNH,Northampton,PA
NBO,Northborough,MA
NTG,Northbridge,MA
N9B,Northbrook,IL
OBK,Northbrook,IL
OHC,Northeast Cape,AK
EJB,Northern Cambria,PA
XJO,Northfield,IL
NF8,Northfield,MA
NRE,Northfield,MN
QQF,Northfield,NH
NHL,Northfield,NJ
QNF,Northfield,OH
NTF,Northfield,VT
NT2,Northford,CT
NKZ,Northfork,WV
NGT,Northgate,ND
NGL,Northglenn,CO
NTI,Northlake,IL
NM4,Northmoor,MO
NHP,Northport,AL
ZZH,Northport,MI
NQP,Northport,NY
NRJ,Northridge,CA
NUM,Northumberland,PA
NVL,Northvale,NJ
NTV,Northville,MI
NVR,Northville (Riverhead),NY
ORT,Northway,AK
NZD,Northwood,IA
N5W,Northwood,NH
NW4,"Northwood, Logan",OH
NHW,"Northwood, Wood",OH
NT8,Norton,KS
NNM,Norton,MA
NOG,Norton,VA
NRT,Norton,VT
NTR,Norton Shores,MI
NNU,"Norton, Summit",OH
NV2,Nortonville,KS
OJV,Nortonville,KY
NAQ,Norwalk,CA
ORQ,Norwalk,CT
NKJ,Norwalk,IA
XJR,Norwalk,OH
NJO,Norway,IA
NZO,Norway,MI
NOW,Norwell,MA
NOC,Norwich,CT
NW5,Norwich,KS
OIC,Norwich,NY
NQW,Norwich,VT
OWD,Norwood,MA
YNW,Norwood,MN
NXO,Norwood,NC
NRD,Norwood,NJ
ZNO,Norwood,NY
NDY,Norwood,OH
NXL,Norwood,PA
TXQ,Noti,OR
NT7,Nottingham,MD
NT4,Nottingham,NH
NHG,Nottingham,PA
NT9,Notus,ID
XJP,Nova,OH
NOT,Novato,CA
OVV,Novelty,MO
ZGW,Novelty,OH
NOV,Novi,MI
NTK,Nowata,OK
NXP,Noxapater,MS
NOY,Noyes,MN
NUA,Nucla,CO
NUE,Nuevo,CA
NUI,Nuiqsut,AK
NUL,Nulato,AK
NUP,Nunapitchuk,AK
NXN,Nunda,NY
NZ9,Nunica,MI
VUN,Nunn,CO
NLL,Nunnelly,TN
NFU,Nursery,TX
NUT,Nutley,NJ
VGK,Nutting Lake,MA
ZNC,Nyac,AK
NYX,Nyack,NY
YEZ,Nye,MT
NSZ,Nyssa,OR
QA8,Oak,NE
OKP,Oak,PA
OB2,Oak Bluffs,MA
QHO,Oak Brook,IL
OCK,Oak Creek,CO
OAC,Oak Creek,WI
OFR,Oak Forest,IL
QOG,Oak Grove,IL
OGK,Oak Grove,LA
IKG,Oak Grove,MO
OGR,Oak Grove,OR
AKJ,Oak Grove,VA
OHO,Oak Harbor,OH
ODW,Oak Harbor,WA
OQH,Oak Hill,FL
FKH,Oak Hill,NY
OAH,Oak Hill,OH
KHJ,Oak Hill,WV
OAV,"Oak Hill, Fairfax",VA
OHL,"Oak Hill, Pittsylvania",VA
OJH,Oak Hills,CA
OAI,Oak Island,NC
OKI,Oak Island,NJ
OKL,Oak Lawn,IL
QOP,Oak Park,IL
OPJ,Oak Park Heights,MN
OPC,"Oak Park, Oakland",MI
KOI,Oak Point,TX
ORE,Oak Ridge,NJ
OKR,Oak Ridge,TN
OFW,Oak View,CA
YOB,Oakboro,NC
OT2,Oakbrook Terrace,IL
OKQ,Oakdale,CA
ODH,Oakdale,IL
ODA,Oakdale,LA
OKE,Oakdale,MN
OQD,Oakdale,NY
UXR,Oakdale,PA
ODD,"Oakdale, Morgan",TN
JYU,Oakes,ND
KSE,Oakesdale,WA
GKF,Oakfield,ME
OK2,Oakfield,NY
KFL,Oakfield,TN
OKF,Oakfield,WI
OHU,Oakhurst,CA
OKH,Oakhurst,NJ
OAK,Oakland,CA
OQA,Oakland,FL
OLI,Oakland,IA
OUF,Oakland,IL
Z2G,Oakland,LA
OBT,Oakland,MD
OKD,Oakland,ME
OQC,Oakland,MS
XKB,Oakland,NJ
KND,Oakland,OR
OV5,Oakland,PA
OK3,Oakland,TX
ZOC,Oakland City,IN
OXK,Oakland Mills,MD
OP2,"Oakland Park, Broward",FL
KAD,"Oakland, Fayette",TN
OQY,Oakley,CA
KLY,Oakley,IL
OQK,Oakley,KS
OK4,Oakley,MI
OK8,Oakley,UT
OXM,Oakman,AL
UXS,Oakmont,PA
OQR,Oakridge,OR
OAS,Oaks,PA
OKU,Oakton,VA
OTN,Oaktown,IN
OVY,Oakville,CA
OKV,Oakville,CT
OPV,Oakville,WA
OKW,Oakwood,GA
O2A,Oakwood,OH
OW5,Oakwood,TX
ZOV,Oakwood Village,OH
OAW,"Oakwood, Buchanan",VA
OWU,"Oakwood, Oakland",MI
OKG,"Oakwood, Paulding",OH
OXX,Oasis,CA
OMX,Oatman,AZ
XOR,Oberlin,OH
OBE,Obetz,OH
OBI,Obion,TN
OIN,O'brien,FL
OCF,Ocala,FL
O9C,Occidental,CA
OCY,Ocean,NJ
OB3,Ocean Beach,CA
OCE,Ocean City,MD
OEC,Ocean City,NJ
OAM,Ocean Gate,NJ
OBH,Ocean Isle Beach,NC
OCA,Ocean Reef,FL
OS8,Ocean Shores,WA
OSP,Ocean Springs,MS
OCX,Ocean View,DE
OIW,Ocean View,NJ
NTU,Oceana,VA
OCI,Oceanic,AK
VQC,Oceano,CA
OCP,Oceanport,NJ
OCN,Oceanside,CA
XJX,Oceanside,NY
OC5,Oceanview,NJ
ONW,Oceanway,FL
C7H,Ochelata,OK
OCG,Ochlocknee,GA
OLA,Ocilla,GA
OCM,Ocoee,FL
OC7,Ocoee,TN
OZE,"Ocoee, Polk",TN
OCO,Oconomowoc,WI
OCQ,Oconto,WI
XJV,Oconto Falls,WI
ODE,Odell,OR
ODM,Odem,TX
ODN,Odenton,MD
QOD,Odenville,AL
ZGY,Odessa,DE
ODF,Odessa,FL
ODG,Odessa,MO
ZOA,Odessa,NE
ODS,Odessa,NY
OSD,Odessa,TX
KQI,Odessa,WA
QVJ,Odon,IN
ODO,O'donnell,TX
OLW,Oelwein,IA
OFA,O'Fallon,IL
OFL,O'Fallon,MO
OAB,Offshore Ambrose,
OCT,Offshore Corpus Christi,
OF8,Offutt,NE
OGA,Ogallala,NE
OGO,Ogden,IA
OGZ,Ogden,IL
OGD,Ogden,UT
OGU,Ogdensburg,NJ
OGS,Ogdensburg,NY
OG2,Ogdensburg,WI
OGF,Ogilvie,MN
OGY,Oglesby,IL
OHQ,Oglethorpe,GA
YOQ,Ogunquit,ME
ORD,O'Hare Apt/Chicago,IL
OHH,Ohatchee,AL
OH3,Ohio,IL
OHB,Ohio,PA
ZE2,Ohio City,OH
OHY,Ohiopyle,PA
OHV,Ohioview,PA
OYX,Ohkay Owingeh,NM
OTY,Oil City,LA
OIL,Oil City,PA
ODC,Oildale,CA
IUN,Oilton,OK
ITB,Oilton,TX
OVB,Oilville,VA
OJA,Ojai,CA
OHP,Okahumpka,FL
ZHE,Okarche,OK
QXW,Okawville,IL
OZU,Okeana,OH
OKB,Okeechobee,FL
OLT,Okeelanta,FL
OKN,Okeene,OK
OMJ,Okemah,OK
OKX,Okemos,MI
OKO,Oklahoma,TX
OKC,Oklahoma City,OK
OKJ,Oklawaha,FL
OKM,Okmulgee,OK
OKA,Okolona,MS
OKZ,Okolona,OH
O3L,Ola,AR
ZE3,Olancha,CA
OXT,Olanta,PA
FIZ,Olar,SC
OZT,Olathe,CO
OLB,Olathe,KS
OHA,Olathia,MO
OPG,Old Bethpage,NY
ODR,Old Bridge,NJ
DXX,Old Brookville,NY
XJZ,Old Forge,PA
OFT,Old Fort,NC
